row_id,latitude,longitude,date_time,organism_id,geometry,date,time,date_string,year,month_day
1739_12912,33.708382,-118.263534,2018-02-27 13:00:00,,POINT (-118.263534 33.708382),2018-02-27,13:00:00,2018-02-27,2018,02-27
1739_221584,33.677314,-118.288586,2018-02-27 13:33:00,,POINT (-118.288586 33.677314),2018-02-27,13:33:00,2018-02-27,2018,02-27
1739_242423,33.706864,-118.265179,2018-03-02 12:54:00,,POINT (-118.265179 33.706864),2018-03-02,12:54:00,2018-03-02,2018,03-02
1739_125301,33.70074,-118.236661,2018-03-04 09:55:00,,POINT (-118.236661 33.70074),2018-03-04,09:55:00,2018-03-04,2018,03-04
1739_8825,33.708216,-118.26352,2018-03-04 12:58:00,,POINT (-118.26352 33.708216),2018-03-04,12:58:00,2018-03-04,2018,03-04
1739_137302,33.708216,-118.26352,2018-03-04 12:59:00,,POINT (-118.26352 33.708216),2018-03-04,12:59:00,2018-03-04,2018,03-04
1739_195808,33.708216,-118.26352,2018-03-04 12:59:00,,POINT (-118.26352 33.708216),2018-03-04,12:59:00,2018-03-04,2018,03-04
1739_91256,33.708216,-118.26352,2018-03-04 15:53:00,,POINT (-118.26352 33.708216),2018-03-04,15:53:00,2018-03-04,2018,03-04
1739_92163,26.8783,-113.1661,2018-03-06 21:04:00,,POINT (-113.1661 26.8783),2018-03-06,21:04:00,2018-03-06,2018,03-06
1739_262295,26.8783,-113.1661,2018-03-06 21:13:00,https://happywhale.com/individual/115579,POINT (-113.1661 26.8783),2018-03-06,21:13:00,2018-03-06,2018,03-06
1739_258200,26.8783,-113.1661,2018-03-06 21:20:00,https://happywhale.com/individual/115580,POINT (-113.1661 26.8783),2018-03-06,21:20:00,2018-03-06,2018,03-06
1739_108775,26.8783,-113.1661,2018-03-07 00:46:00,,POINT (-113.1661 26.8783),2018-03-07,00:46:00,2018-03-07,2018,03-07
1739_180000,26.8783,-113.1661,2018-03-08 00:00:00,https://happywhale.com/individual/115578,POINT (-113.1661 26.8783),2018-03-08,00:00:00,2018-03-08,2018,03-08
1739_187324,26.8783,-113.1661,2018-03-08 00:00:00,,POINT (-113.1661 26.8783),2018-03-08,00:00:00,2018-03-08,2018,03-08
1739_237359,26.8783,-113.1661,2018-03-08 19:04:00,,POINT (-113.1661 26.8783),2018-03-08,19:04:00,2018-03-08,2018,03-08
1739_128670,26.8783,-113.1661,2018-03-08 20:23:00,,POINT (-113.1661 26.8783),2018-03-08,20:23:00,2018-03-08,2018,03-08
1739_138139,33.43,-117.7,2018-03-10 04:41:00,,POINT (-117.7 33.43),2018-03-10,04:41:00,2018-03-10,2018,03-10
1739_183978,33.665588,-118.312399,2018-03-10 13:34:00,,POINT (-118.312399 33.665588),2018-03-10,13:34:00,2018-03-10,2018,03-10
1739_238224,33.707077,-118.265802,2018-03-10 16:45:00,,POINT (-118.265802 33.707077),2018-03-10,16:45:00,2018-03-10,2018,03-10
1739_217405,33.720582,-118.187121,2018-03-11 12:55:00,,POINT (-118.187121 33.720582),2018-03-11,12:55:00,2018-03-11,2018,03-11
1739_112815,33.721564,-118.159755,2018-03-11 13:05:00,,POINT (-118.159755 33.721564),2018-03-11,13:05:00,2018-03-11,2018,03-11
1739_100225,33.713263,-118.177607,2018-03-11 13:27:00,,POINT (-118.177607 33.713263),2018-03-11,13:27:00,2018-03-11,2018,03-11
1739_196534,33.773349,-118.445352,2018-03-11 14:49:00,,POINT (-118.445352 33.773349),2018-03-11,14:49:00,2018-03-11,2018,03-11
1739_246707,33.683097,-118.288737,2018-03-11 16:17:00,,POINT (-118.288737 33.683097),2018-03-11,16:17:00,2018-03-11,2018,03-11
1739_36098,36.667317,-121.867218,2018-03-12 03:28:00,,POINT (-121.867218 36.667317),2018-03-12,03:28:00,2018-03-12,2018,03-12
1739_234109,33.623448,-118.290509,2018-03-12 16:21:00,,POINT (-118.290509 33.623448),2018-03-12,16:21:00,2018-03-12,2018,03-12
1739_33700,33.697456,-118.263749,2018-03-14 13:18:00,,POINT (-118.263749 33.697456),2018-03-14,13:18:00,2018-03-14,2018,03-14
1739_104403,33.697908,-118.265351,2018-03-14 13:30:00,,POINT (-118.265351 33.697908),2018-03-14,13:30:00,2018-03-14,2018,03-14
1739_365,33.70621,-118.333843,2018-03-14 13:54:00,,POINT (-118.333843 33.70621),2018-03-14,13:54:00,2018-03-14,2018,03-14
1739_163053,33.693633,-118.256257,2018-03-14 16:29:00,,POINT (-118.256257 33.693633),2018-03-14,16:29:00,2018-03-14,2018,03-14
1739_33701,33.707584,-118.258544,2018-03-15 13:05:00,,POINT (-118.258544 33.707584),2018-03-15,13:05:00,2018-03-15,2018,03-15
1739_4595,33.707214,-118.262112,2018-03-15 15:57:00,,POINT (-118.262112 33.707214),2018-03-15,15:57:00,2018-03-15,2018,03-15
1739_259051,33.664305,-118.245774,2018-03-16 16:03:00,,POINT (-118.245774 33.664305),2018-03-16,16:03:00,2018-03-16,2018,03-16
1739_107870,33.665005,-118.24822,2018-03-16 16:11:00,,POINT (-118.24822 33.665005),2018-03-16,16:11:00,2018-03-16,2018,03-16
1739_250076,33.665352,-118.248213,2018-03-16 16:12:00,,POINT (-118.248213 33.665352),2018-03-16,16:12:00,2018-03-16,2018,03-16
1739_150592,33.708956,-118.170914,2018-03-17 09:32:00,,POINT (-118.170914 33.708956),2018-03-17,09:32:00,2018-03-17,2018,03-17
1739_138132,33.721255,-118.20437,2018-03-17 10:17:00,,POINT (-118.20437 33.721255),2018-03-17,10:17:00,2018-03-17,2018,03-17
1739_41981,33.708855,-118.25717,2018-03-17 10:58:00,,POINT (-118.25717 33.708855),2018-03-17,10:58:00,2018-03-17,2018,03-17
1739_213255,33.64867,-118.273865,2018-03-17 13:31:00,,POINT (-118.273865 33.64867),2018-03-17,13:31:00,2018-03-17,2018,03-17
1739_79471,33.67632,-118.345276,2018-03-18 13:20:00,,POINT (-118.345276 33.67632),2018-03-18,13:20:00,2018-03-18,2018,03-18
1739_163054,33.697483,-118.211243,2018-03-18 16:04:00,,POINT (-118.211243 33.697483),2018-03-18,16:04:00,2018-03-18,2018,03-18
1739_175792,33.6152,-118.283507,2018-03-21 14:23:00,,POINT (-118.283507 33.6152),2018-03-21,14:23:00,2018-03-21,2018,03-21
1739_50424,33.681685,-118.321243,2018-03-21 17:03:00,,POINT (-118.321243 33.681685),2018-03-21,17:03:00,2018-03-21,2018,03-21
1739_163055,33.689427,-118.397461,2018-03-21 17:26:00,,POINT (-118.397461 33.689427),2018-03-21,17:26:00,2018-03-21,2018,03-21
1739_171494,33.654668,-118.209793,2018-03-23 13:06:00,,POINT (-118.209793 33.654668),2018-03-23,13:06:00,2018-03-23,2018,03-23
1739_142362,33.62303,-118.217607,2018-03-24 10:12:00,,POINT (-118.217607 33.62303),2018-03-24,10:12:00,2018-03-24,2018,03-24
1739_83647,33.661416,-118.324306,2018-03-24 10:19:00,,POINT (-118.324306 33.661416),2018-03-24,10:19:00,2018-03-24,2018,03-24
1739_50425,33.666343,-118.245503,2018-03-24 13:06:00,,POINT (-118.245503 33.666343),2018-03-24,13:06:00,2018-03-24,2018,03-24
1739_238227,33.695259,-118.240837,2018-03-24 16:14:00,,POINT (-118.240837 33.695259),2018-03-24,16:14:00,2018-03-24,2018,03-24
1739_17088,33.694348,-118.258278,2018-03-24 16:30:00,,POINT (-118.258278 33.694348),2018-03-24,16:30:00,2018-03-24,2018,03-24
1739_133799,33.715612,-118.197027,2018-03-25 09:50:00,,POINT (-118.197027 33.715612),2018-03-25,09:50:00,2018-03-25,2018,03-25
1739_209067,33.677706,-118.269539,2018-03-28 13:11:00,,POINT (-118.269539 33.677706),2018-03-28,13:11:00,2018-03-28,2018,03-28
1739_96100,33.702373,-118.328934,2018-03-28 13:34:00,,POINT (-118.328934 33.702373),2018-03-28,13:34:00,2018-03-28,2018,03-28
1739_12915,33.689696,-118.362579,2018-03-28 15:59:00,,POINT (-118.362579 33.689696),2018-03-28,15:59:00,2018-03-28,2018,03-28
1739_163059,33.640971,-118.250753,2018-03-29 17:14:00,,POINT (-118.250753 33.640971),2018-03-29,17:14:00,2018-03-29,2018,03-29
1739_184147,44.831286,-124.070899,2018-03-30 00:16:00,,POINT (-124.070899 44.831286),2018-03-30,00:16:00,2018-03-30,2018,03-30
1739_163060,33.720917,-118.346335,2018-03-30 13:10:00,,POINT (-118.346335 33.720917),2018-03-30,13:10:00,2018-03-30,2018,03-30
1739_21214,33.693649,-118.338203,2018-03-30 15:48:00,,POINT (-118.338203 33.693649),2018-03-30,15:48:00,2018-03-30,2018,03-30
1739_255089,44.829981,-124.068689,2018-03-30 22:07:00,,POINT (-124.068689 44.829981),2018-03-30,22:07:00,2018-03-30,2018,03-30
1739_196547,33.595163,-118.27672,2018-03-31 13:30:00,,POINT (-118.27672 33.595163),2018-03-31,13:30:00,2018-03-31,2018,03-31
1739_116963,33.686845,-118.274208,2018-03-31 16:08:00,,POINT (-118.274208 33.686845),2018-03-31,16:08:00,2018-03-31,2018,03-31
1739_84682,57.077843,-135.51547,2018-03-31 16:59:00,,POINT (-135.51547 57.077843),2018-03-31,16:59:00,2018-03-31,2018,03-31
1739_76305,57.077843,-135.51547,2018-03-31 17:01:00,,POINT (-135.51547 57.077843),2018-03-31,17:01:00,2018-03-31,2018,03-31
1739_55560,57.077843,-135.51547,2018-03-31 17:18:00,,POINT (-135.51547 57.077843),2018-03-31,17:18:00,2018-03-31,2018,03-31
1739_87862,33.695217,-118.253508,2018-04-01 10:01:00,,POINT (-118.253508 33.695217),2018-04-01,10:01:00,2018-04-01,2018,04-01
1739_58757,33.692729,-118.210144,2018-04-01 13:09:00,,POINT (-118.210144 33.692729),2018-04-01,13:09:00,2018-04-01,2018,04-01
1739_83648,33.709545,-118.264883,2018-04-01 17:35:00,,POINT (-118.264883 33.709545),2018-04-01,17:35:00,2018-04-01,2018,04-01
1739_175799,33.713978,-118.219251,2018-04-02 12:47:00,,POINT (-118.219251 33.713978),2018-04-02,12:47:00,2018-04-02,2018,04-02
1739_63013,33.69106,-118.269144,2018-04-02 16:40:00,,POINT (-118.269144 33.69106),2018-04-02,16:40:00,2018-04-02,2018,04-02
1739_104406,33.69092,-118.269203,2018-04-02 16:42:00,,POINT (-118.269203 33.69092),2018-04-02,16:42:00,2018-04-02,2018,04-02
1739_243441,56.993454,-135.713265,2018-04-03 09:50:00,,POINT (-135.713265 56.993454),2018-04-03,09:50:00,2018-04-03,2018,04-03
1739_225840,33.681343,-118.280869,2018-04-03 12:57:00,,POINT (-118.280869 33.681343),2018-04-03,12:57:00,2018-04-03,2018,04-03
1739_251217,38.450079,-123.129771,2018-04-04 08:24:00,,POINT (-123.129771 38.450079),2018-04-04,08:24:00,2018-04-04,2018,04-04
1739_116966,36.8,-122.0,2018-04-04 11:15:00,,POINT (-122 36.8),2018-04-04,11:15:00,2018-04-04,2018,04-04
1739_213260,33.716305,-118.133755,2018-04-05 10:21:00,,POINT (-118.133755 33.716305),2018-04-05,10:21:00,2018-04-05,2018,04-05
1739_221591,33.721017,-118.195896,2018-04-06 10:44:00,,POINT (-118.195896 33.721017),2018-04-06,10:44:00,2018-04-06,2018,04-06
1739_196550,33.707881,-118.257179,2018-04-07 15:52:00,,POINT (-118.257179 33.707881),2018-04-07,15:52:00,2018-04-07,2018,04-07
1739_242432,33.708209,-118.312007,2018-04-07 16:19:00,,POINT (-118.312007 33.708209),2018-04-07,16:19:00,2018-04-07,2018,04-07
1739_17094,33.720497,-118.35269,2018-04-08 11:18:00,,POINT (-118.35269 33.720497),2018-04-08,11:18:00,2018-04-08,2018,04-08
1739_63979,57.071894,-135.566147,2018-04-08 11:46:00,,POINT (-135.566147 57.071894),2018-04-08,11:46:00,2018-04-08,2018,04-08
1739_96103,33.70854,-118.268724,2018-04-08 12:58:00,,POINT (-118.268724 33.70854),2018-04-08,12:58:00,2018-04-08,2018,04-08
1739_183981,33.683314,-118.271942,2018-04-08 16:14:00,,POINT (-118.271942 33.683314),2018-04-08,16:14:00,2018-04-08,2018,04-08
1739_12917,33.689244,-118.335114,2018-04-08 17:02:00,,POINT (-118.335114 33.689244),2018-04-08,17:02:00,2018-04-08,2018,04-08
1739_133805,33.707543,-118.261127,2018-04-09 15:05:00,,POINT (-118.261127 33.707543),2018-04-09,15:05:00,2018-04-09,2018,04-09
1739_230060,33.707167,-118.261299,2018-04-12 13:03:00,,POINT (-118.261299 33.707167),2018-04-12,13:03:00,2018-04-12,2018,04-12
1739_246712,33.707425,-118.259583,2018-04-12 15:50:00,,POINT (-118.259583 33.707425),2018-04-12,15:50:00,2018-04-12,2018,04-12
1739_209074,33.72831,-118.363928,2018-04-14 13:11:00,,POINT (-118.363928 33.72831),2018-04-14,13:11:00,2018-04-14,2018,04-14
1739_238236,33.708032,-118.267058,2018-04-14 15:56:00,,POINT (-118.267058 33.708032),2018-04-14,15:56:00,2018-04-14,2018,04-14
1739_251914,33.6,-118.1,2018-04-15 01:06:00,,POINT (-118.1 33.6),2018-04-15,01:06:00,2018-04-15,2018,04-15
1739_87864,33.677188,-118.317261,2018-04-15 14:20:00,,POINT (-118.317261 33.677188),2018-04-15,14:20:00,2018-04-15,2018,04-15
1739_204991,33.690947,-118.369446,2018-04-15 16:57:00,,POINT (-118.369446 33.690947),2018-04-15,16:57:00,2018-04-15,2018,04-15
1739_200715,33.710643,-118.264928,2018-04-16 13:30:00,,POINT (-118.264928 33.710643),2018-04-16,13:30:00,2018-04-16,2018,04-16
1739_217413,33.709444,-118.26388,2018-04-16 16:06:00,,POINT (-118.26388 33.709444),2018-04-16,16:06:00,2018-04-16,2018,04-16
1739_192380,33.602982,-117.933754,2018-04-28 09:53:00,,POINT (-117.933754 33.602982),2018-04-28,09:53:00,2018-04-28,2018,04-28
1739_225951,57.013131,-135.442194,2018-04-30 18:14:00,,POINT (-135.442194 57.013131),2018-04-30,18:14:00,2018-04-30,2018,04-30
1739_196726,44.760396,-124.068732,2018-05-14 00:14:00,https://happywhale.com/individual/51244,POINT (-124.068732 44.760396),2018-05-14,00:14:00,2018-05-14,2018,05-14
1739_100393,44.758973,-124.068561,2018-05-14 01:06:00,,POINT (-124.068561 44.758973),2018-05-14,01:06:00,2018-05-14,2018,05-14
1739_138299,44.830769,-124.067445,2018-05-14 19:33:00,,POINT (-124.067445 44.830769),2018-05-14,19:33:00,2018-05-14,2018,05-14
1739_242597,44.759668,-124.068105,2018-05-14 22:43:00,https://happywhale.com/individual/53703,POINT (-124.068105 44.759668),2018-05-14,22:43:00,2018-05-14,2018,05-14
1739_163198,44.3139,-124.111862,2018-05-16 00:00:00,,POINT (-124.111862 44.3139),2018-05-16,00:00:00,2018-05-16,2018,05-16
1739_250987,44.830973,-124.065213,2018-05-19 18:38:00,https://happywhale.com/individual/53692,POINT (-124.065213 44.830973),2018-05-19,18:38:00,2018-05-19,2018,05-19
1739_58923,44.75968,-124.068067,2018-05-19 21:12:00,https://happywhale.com/individual/19957,POINT (-124.068067 44.75968),2018-05-19,21:12:00,2018-05-19,2018,05-19
1739_83822,44.779863,-124.075127,2018-05-25 00:26:00,https://happywhale.com/individual/19918,POINT (-124.075127 44.779863),2018-05-25,00:26:00,2018-05-25,2018,05-25
1739_146582,44.829403,-124.06826,2018-05-27 01:15:00,https://happywhale.com/individual/53692,POINT (-124.06826 44.829403),2018-05-27,01:15:00,2018-05-27,2018,05-27
1739_234293,44.759369,-124.069076,2018-06-11 00:21:00,,POINT (-124.069076 44.759369),2018-06-11,00:21:00,2018-06-11,2018,06-11
1739_49728,44.841169,-124.059248,2018-06-11 13:17:00,,POINT (-124.059248 44.841169),2018-06-11,13:17:00,2018-06-11,2018,06-11
1739_196725,44.786925,-124.0801,2018-06-13 10:00:00,https://happywhale.com/individual/19932,POINT (-124.0801 44.786925),2018-06-13,10:00:00,2018-06-13,2018,06-13
1739_17252,44.76004,-124.068518,2018-06-13 19:28:00,https://happywhale.com/individual/53692,POINT (-124.068518 44.76004),2018-06-13,19:28:00,2018-06-13,2018,06-13
1739_129684,44.759736,-124.068099,2018-06-24 20:08:00,https://happywhale.com/individual/53695,POINT (-124.068099 44.759736),2018-06-24,20:08:00,2018-06-24,2018,06-24
1739_242596,44.780895,-124.07444,2018-06-24 22:43:00,https://happywhale.com/individual/19918,POINT (-124.07444 44.780895),2018-06-24,22:43:00,2018-06-24,2018,06-24
1739_158993,44.78004,-124.074097,2018-06-24 22:45:00,https://happywhale.com/individual/53704,POINT (-124.074097 44.78004),2018-06-24,22:45:00,2018-06-24,2018,06-24
1739_142496,44.759278,-124.068346,2018-06-30 19:19:00,https://happywhale.com/individual/53695,POINT (-124.068346 44.759278),2018-06-30,19:19:00,2018-06-30,2018,06-30
1739_184146,44.759126,-124.067681,2018-06-30 19:25:00,,POINT (-124.067681 44.759126),2018-06-30,19:25:00,2018-06-30,2018,06-30
1739_29716,44.760221,-124.068228,2018-06-30 19:25:00,,POINT (-124.068228 44.760221),2018-06-30,19:25:00,2018-06-30,2018,06-30
1739_213422,44.759733,-124.068625,2018-07-07 19:02:00,,POINT (-124.068625 44.759733),2018-07-07,19:02:00,2018-07-07,2018,07-07
1739_50587,44.759778,-124.067831,2018-07-07 19:30:00,https://happywhale.com/individual/19971,POINT (-124.067831 44.759778),2018-07-07,19:30:00,2018-07-07,2018,07-07
1739_79703,44.786054,-124.07281,2018-07-10 02:00:00,,POINT (-124.07281 44.786054),2018-07-10,02:00:00,2018-07-10,2018,07-10
1739_242542,57.013131,-135.442194,2018-07-22 11:06:00,,POINT (-135.442194 57.013131),2018-07-22,11:06:00,2018-07-22,2018,07-22
1739_54735,44.759913,-124.072423,2018-07-31 21:04:00,https://happywhale.com/individual/19912,POINT (-124.072423 44.759913),2018-07-31,21:04:00,2018-07-31,2018,07-31
1739_129681,44.780184,-124.073936,2018-08-11 01:48:00,https://happywhale.com/individual/19933,POINT (-124.073936 44.780184),2018-08-11,01:48:00,2018-08-11,2018,08-11
1739_249332,47.698068,-122.448424,2018-08-21 16:03:00,,POINT (-122.448424 47.698068),2018-08-21,16:03:00,2018-08-21,2018,08-21
1739_54687,33.651994,-118.009644,2018-08-27 11:24:00,,POINT (-118.009644 33.651994),2018-08-27,11:24:00,2018-08-27,2018,08-27
1739_112958,44.759649,-124.06781,2018-08-27 22:29:00,https://happywhale.com/individual/53692,POINT (-124.06781 44.759649),2018-08-27,22:29:00,2018-08-27,2018,08-27
1739_209245,44.812186,-124.063309,2018-09-03 18:32:00,https://happywhale.com/individual/72283,POINT (-124.063309 44.812186),2018-09-03,18:32:00,2018-09-03,2018,09-03
1739_125463,44.786147,-124.07415,2018-09-03 19:02:00,https://happywhale.com/individual/53692,POINT (-124.07415 44.786147),2018-09-03,19:02:00,2018-09-03,2018,09-03
1739_54733,44.779646,-124.074118,2018-09-03 19:02:00,https://happywhale.com/individual/53692,POINT (-124.074118 44.779646),2018-09-03,19:02:00,2018-09-03,2018,09-03
1739_246869,44.759957,-124.068534,2018-09-03 19:36:00,https://happywhale.com/individual/19971,POINT (-124.068534 44.759957),2018-09-03,19:36:00,2018-09-03,2018,09-03
1739_96287,49.155,-125.9,2018-09-04 00:25:00,,POINT (-125.9 49.155),2018-09-04,00:25:00,2018-09-04,2018,09-04
1739_188381,44.831241,-124.064934,2018-09-08 18:30:00,https://happywhale.com/individual/19932,POINT (-124.064934 44.831241),2018-09-08,18:30:00,2018-09-08,2018,09-08
1739_209244,44.811972,-124.064097,2018-09-08 18:57:00,https://happywhale.com/individual/19926,POINT (-124.064097 44.811972),2018-09-08,18:57:00,2018-09-08,2018,09-08
1739_188380,44.780436,-124.074837,2018-09-08 19:18:00,https://happywhale.com/individual/53705,POINT (-124.074837 44.780436),2018-09-08,19:18:00,2018-09-08,2018,09-08
1739_63174,44.746204,-124.066973,2018-09-08 20:08:00,https://happywhale.com/individual/53701,POINT (-124.066973 44.746204),2018-09-08,20:08:00,2018-09-08,2018,09-08
1739_25532,44.829671,-124.066404,2018-09-16 18:35:00,https://happywhale.com/individual/19926,POINT (-124.066404 44.829671),2018-09-16,18:35:00,2018-09-16,2018,09-16
1739_259186,44.786393,-124.073839,2018-09-16 19:08:00,https://happywhale.com/individual/53695,POINT (-124.073839 44.786393),2018-09-16,19:08:00,2018-09-16,2018,09-16
1739_163240,44.779311,-124.074118,2018-09-16 19:46:00,https://happywhale.com/individual/53695,POINT (-124.074118 44.779311),2018-09-16,19:46:00,2018-09-16,2018,09-16
1739_184144,44.781053,-124.074429,2018-09-16 20:14:00,https://happywhale.com/individual/19913,POINT (-124.074429 44.781053),2018-09-16,20:14:00,2018-09-16,2018,09-16
1739_46386,44.779903,-124.074247,2018-09-16 20:23:00,https://happywhale.com/individual/19932,POINT (-124.074247 44.779903),2018-09-16,20:23:00,2018-09-16,2018,09-16
1739_100391,44.830321,-124.059656,2018-09-17 19:01:00,https://happywhale.com/individual/19915,POINT (-124.059656 44.830321),2018-09-17,19:01:00,2018-09-17,2018,09-17
1739_146580,44.830242,-124.064301,2018-09-17 21:01:00,https://happywhale.com/individual/19926,POINT (-124.064301 44.830242),2018-09-17,21:01:00,2018-09-17,2018,09-17
1739_533,44.830744,-124.063121,2018-09-17 21:02:00,https://happywhale.com/individual/51242,POINT (-124.063121 44.830744),2018-09-17,21:02:00,2018-09-17,2018,09-17
1739_8968,44.781167,-124.074322,2018-09-22 00:06:00,https://happywhale.com/individual/53692,POINT (-124.074322 44.781167),2018-09-22,00:06:00,2018-09-22,2018,09-22
1739_104574,44.780682,-124.074397,2018-09-22 00:11:00,https://happywhale.com/individual/53706,POINT (-124.074397 44.780682),2018-09-22,00:11:00,2018-09-22,2018,09-22
1739_58921,44.831439,-124.065192,2018-09-22 19:06:00,https://happywhale.com/individual/19923,POINT (-124.065192 44.831439),2018-09-22,19:06:00,2018-09-22,2018,09-22
1739_196724,44.831058,-124.064612,2018-09-22 20:21:00,https://happywhale.com/individual/103378,POINT (-124.064612 44.831058),2018-09-22,20:21:00,2018-09-22,2018,09-22
1739_234289,44.780626,-124.07444,2018-09-22 23:22:00,https://happywhale.com/individual/19913,POINT (-124.07444 44.780626),2018-09-22,23:22:00,2018-09-22,2018,09-22
1739_54706,38.739925,-123.50755,2018-09-23 09:12:00,,POINT (-123.50755 38.739925),2018-09-23,09:12:00,2018-09-23,2018,09-23
1739_138297,44.830592,-124.06399,2018-09-23 18:45:00,https://happywhale.com/individual/53712,POINT (-124.06399 44.830592),2018-09-23,18:45:00,2018-09-23,2018,09-23
1739_79628,44.830303,-124.064687,2018-09-23 20:07:00,https://happywhale.com/individual/51242,POINT (-124.064687 44.830303),2018-09-23,20:07:00,2018-09-23,2018,09-23
1739_133974,44.608205,-124.08783,2018-09-27 18:10:00,https://happywhale.com/individual/1149,POINT (-124.08783 44.608205),2018-09-27,18:10:00,2018-09-27,2018,09-27
1739_230205,44.831155,-124.064237,2018-09-27 21:24:00,https://happywhale.com/individual/53711,POINT (-124.064237 44.831155),2018-09-27,21:24:00,2018-09-27,2018,09-27
1739_150730,44.831043,-124.066222,2018-09-27 23:44:00,https://happywhale.com/individual/53710,POINT (-124.066222 44.831043),2018-09-27,23:44:00,2018-09-27,2018,09-27
1739_179998,44.780451,-124.074655,2018-09-29 00:53:00,https://happywhale.com/individual/19913,POINT (-124.074655 44.780451),2018-09-29,00:53:00,2018-09-29,2018,09-29
1739_29715,44.781153,-124.074783,2018-09-29 00:56:00,https://happywhale.com/individual/53693,POINT (-124.074783 44.781153),2018-09-29,00:56:00,2018-09-29,2018,09-29
1739_67267,38.737744,-123.498595,2018-10-05 09:59:00,,POINT (-123.498595 38.737744),2018-10-05,09:59:00,2018-10-05,2018,10-05
1739_246866,44.780192,-124.075341,2018-10-13 00:30:00,https://happywhale.com/individual/19913,POINT (-124.075341 44.780192),2018-10-13,00:30:00,2018-10-13,2018,10-13
1739_92158,44.760122,-124.068561,2018-10-13 19:06:00,,POINT (-124.068561 44.760122),2018-10-13,19:06:00,2018-10-13,2018,10-13
1739_71383,44.759497,-124.067724,2018-10-13 19:08:00,https://happywhale.com/individual/53702,POINT (-124.067724 44.759497),2018-10-13,19:08:00,2018-10-13,2018,10-13
1739_154820,44.780756,-124.074622,2018-10-13 23:57:00,https://happywhale.com/individual/53707,POINT (-124.074622 44.780756),2018-10-13,23:57:00,2018-10-13,2018,10-13
1739_71380,44.830465,-124.060514,2018-10-14 19:54:00,https://happywhale.com/individual/51241,POINT (-124.060514 44.830465),2018-10-14,19:54:00,2018-10-14,2018,10-14
1739_87998,44.830222,-124.064725,2018-10-14 21:48:00,https://happywhale.com/individual/53696,POINT (-124.064725 44.830222),2018-10-14,21:48:00,2018-10-14,2018,10-14
1739_71381,44.830234,-124.06399,2018-10-14 23:13:00,https://happywhale.com/individual/19926,POINT (-124.06399 44.830234),2018-10-14,23:13:00,2018-10-14,2018,10-14
1739_138292,39.463698,-123.813944,2018-10-17 00:00:00,https://happywhale.com/individual/19864,POINT (-123.813944 39.463698),2018-10-17,00:00:00,2018-10-17,2018,10-17
1739_46384,44.830836,-124.064966,2018-10-18 20:39:00,https://happywhale.com/individual/53696,POINT (-124.064966 44.830836),2018-10-18,20:39:00,2018-10-18,2018,10-18
1739_117120,44.830151,-124.064108,2018-10-18 20:43:00,https://happywhale.com/individual/53713,POINT (-124.064108 44.830151),2018-10-18,20:43:00,2018-10-18,2018,10-18
1739_263351,44.759278,-124.067895,2018-10-18 22:31:00,https://happywhale.com/individual/19971,POINT (-124.067895 44.759278),2018-10-18,22:31:00,2018-10-18,2018,10-18
1739_33869,44.759713,-124.068292,2018-10-18 23:14:00,,POINT (-124.068292 44.759713),2018-10-18,23:14:00,2018-10-18,2018,10-18
1739_18152,38.750369,-123.524075,2018-11-03 00:22:00,,POINT (-123.524075 38.750369),2018-11-03,00:22:00,2018-11-03,2018,11-03
1739_37975,44.784161,-124.074998,2018-11-10 12:42:00,https://happywhale.com/individual/19932,POINT (-124.074998 44.784161),2018-11-10,12:42:00,2018-11-10,2018,11-10
1739_21360,44.785608,-124.075556,2018-11-11 10:19:00,https://happywhale.com/individual/53704,POINT (-124.075556 44.785608),2018-11-11,10:19:00,2018-11-11,2018,11-11
1739_108780,44.786753,-124.074826,2018-11-11 10:21:00,https://happywhale.com/individual/76193,POINT (-124.074826 44.786753),2018-11-11,10:21:00,2018-11-11,2018,11-11
1739_226023,44.828141,-124.067531,2018-11-19 10:49:00,https://happywhale.com/individual/53708,POINT (-124.067531 44.828141),2018-11-19,10:49:00,2018-11-19,2018,11-19
1739_251098,37.70392,-123.000292,2018-11-25 13:58:00,,POINT (-123.000292 37.70392),2018-11-25,13:58:00,2018-11-25,2018,11-25
1739_79666,33.66894,-118.222504,2018-12-18 13:15:00,,POINT (-118.222504 33.66894),2018-12-18,13:15:00,2018-12-18,2018,12-18
1739_58963,33.75623,-118.1688,2018-12-19 04:26:00,,POINT (-118.1688 33.75623),2018-12-19,04:26:00,2018-12-19,2018,12-19
1739_253266,33.65182,-118.28099,2018-12-19 06:01:00,,POINT (-118.28099 33.65182),2018-12-19,06:01:00,2018-12-19,2018,12-19
1739_213485,33.655743,-118.364639,2018-12-26 13:32:00,,POINT (-118.364639 33.655743),2018-12-26,13:32:00,2018-12-26,2018,12-26
1739_226060,33.744587,-118.427382,2018-12-26 16:40:00,,POINT (-118.427382 33.744587),2018-12-26,16:40:00,2018-12-26,2018,12-26
1739_134041,33.640691,-118.347473,2018-12-28 15:55:00,,POINT (-118.347473 33.640691),2018-12-28,15:55:00,2018-12-28,2018,12-28
1739_129742,33.713215,-118.393053,2018-12-30 10:46:00,,POINT (-118.393053 33.713215),2018-12-30,10:46:00,2018-12-30,2018,12-30
